DOR Code,Municipality,Fiscal Year,Residential,Open Space,Commercial,Industrial,Personal Property
097,Fitchburg,2007,11.54,0.00,16.98,16.98,16.98
097,Fitchburg,2008,11.75,0.00,17.29,17.29,17.29
097,Fitchburg,2009,12.70,0.00,18.45,18.45,18.45
097,Fitchburg,2010,14.44,0.00,20.13,20.13,20.13
097,Fitchburg,2011,16.20,0.00,21.60,21.60,21.60
097,Fitchburg,2012,17.62,0.00,23.32,23.32,23.32
097,Fitchburg,2013,19.05,0.00,25.26,25.26,25.26
097,Fitchburg,2014,19.83,0.00,26.32,26.32,26.32
097,Fitchburg,2015,20.68,0.00,26.35,26.35,26.35
097,Fitchburg,2016,21.23,0.00,26.44,26.44,26.44
097,Fitchburg,2017,21.49,0.00,26.16,26.16,26.16
098,Florida,2003,11.63,11.63,14.45,14.45,14.45
098,Florida,2004,11.65,11.65,14.41,14.41,14.41
098,Florida,2005,11.65,11.65,15.44,15.44,15.44
098,Florida,2006,7.67,0.00,19.03,19.03,19.03
098,Florida,2007,7.14,0.00,19.21,19.21,19.21
098,Florida,2008,7.14,0.00,19.70,19.70,19.70
098,Florida,2009,6.98,0.00,19.03,19.03,19.03
098,Florida,2010,8.00,0.00,23.31,23.31,23.31
098,Florida,2011,8.08,0.00,23.92,23.92,23.92
098,Florida,2012,8.25,0.00,22.97,22.97,22.97
098,Florida,2013,8.74,0.00,26.06,26.06,26.06
098,Florida,2014,8.94,0.00,26.51,26.51,26.51
098,Florida,2015,9.03,0.00,26.36,26.36,26.36
098,Florida,2016,9.32,0.00,27.29,27.29,27.29
098,Florida,2017,9.53,0.00,27.53,27.53,27.53
099,Foxborough,2003,13.74,0.00,13.74,13.74,13.74
099,Foxborough,2004,10.83,0.00,10.83,10.83,10.83
099,Foxborough,2005,10.93,0.00,10.93,10.93,10.93
099,Foxborough,2006,10.32,0.00,10.32,10.32,10.32
099,Foxborough,2007,9.92,0.00,9.92,9.92,9.92
099,Foxborough,2008,10.65,0.00,10.65,10.65,10.65
099,Foxborough,2009,10.91,0.00,10.91,10.91,10.91
099,Foxborough,2010,11.79,0.00,11.79,11.79,11.79
099,Foxborough,2011,12.94,0.00,12.94,12.94,12.94
099,Foxborough,2012,13.73,0.00,14.86,14.86,14.86
099,Foxborough,2013,14.54,0.00,15.13,15.13,15.13
099,Foxborough,2014,14.99,0.00,17.09,17.09,17.09
099,Foxborough,2015,15.19,0.00,17.52,17.52,17.52
099,Foxborough,2016,14.82,0.00,17.65,17.65,17.65
099,Foxborough,2017,15.04,0.00,17.13,17.13,17.13
100,Framingham,2003,12.68,0.00,29.20,29.20,29.20
100,Framingham,2004,13.31,0.00,29.68,29.68,29.68
100,Framingham,2005,11.79,0.00,31.21,31.21,31.21
100,Framingham,2006,11.34,0.00,29.09,29.09,29.09
100,Framingham,2007,11.85,0.00,28.41,28.41,28.41
100,Framingham,2008,12.53,0.00,28.09,28.09,28.09
100,Framingham,2009,12.83,0.00,29.45,29.45,29.45
100,Framingham,2010,14.52,0.00,33.65,33.65,33.65
100,Framingham,2011,16.03,0.00,37.11,37.11,37.11
100,Framingham,2012,16.94,0.00,38.05,38.05,38.05
100,Framingham,2013,17.84,0.00,39.98,39.98,39.98
100,Framingham,2014,18.29,0.00,40.92,40.92,40.92
100,Framingham,2015,17.82,0.00,38.99,38.99,38.99
100,Framingham,2016,17.38,0.00,37.98,37.98,37.98
100,Framingham,2017,16.71,0.00,36.52,36.52,36.52
101,Franklin,2003,11.07,0.00,11.07,11.07,11.07
101,Franklin,2004,11.04,0.00,11.04,11.04,11.04
101,Franklin,2005,9.17,0.00,9.17,9.17,9.17
101,Franklin,2006,9.02,0.00,9.02,9.02,9.02
101,Franklin,2007,8.86,0.00,8.86,8.86,8.86
101,Franklin,2008,10.23,0.00,10.23,10.23,10.23
101,Franklin,2009,11.17,0.00,11.17,11.17,11.17
101,Franklin,2010,12.03,0.00,12.03,12.03,12.03
101,Franklin,2011,12.95,0.00,12.95,12.95,12.95
101,Franklin,2012,13.73,0.00,13.73,13.73,13.73
101,Franklin,2013,14.34,0.00,14.34,14.34,14.34
101,Franklin,2014,14.45,0.00,14.45,14.45,14.45
101,Franklin,2015,14.84,0.00,14.84,14.84,14.84
101,Franklin,2016,14.50,0.00,14.50,14.50,14.50
101,Franklin,2017,14.58,0.00,14.58,14.58,14.58
102,Freetown,2003,14.80,0.00,22.76,22.76,22.76
102,Freetown,2004,10.51,0.00,16.33,16.33,16.33
102,Freetown,2005,9.88,0.00,15.47,15.47,15.47
102,Freetown,2006,9.47,0.00,14.81,14.81,14.81
102,Freetown,2007,8.31,0.00,13.05,13.05,13.05
102,Freetown,2008,8.93,0.00,14.08,14.08,14.08
102,Freetown,2009,9.76,0.00,15.57,15.57,15.57
102,Freetown,2010,10.30,0.00,16.48,16.48,16.48
102,Freetown,2011,11.40,0.00,18.30,18.30,18.30
102,Freetown,2012,12.12,0.00,19.50,19.50,19.50
102,Freetown,2013,12.76,0.00,20.57,20.57,20.57
102,Freetown,2014,12.61,0.00,19.91,19.91,19.91
102,Freetown,2015,12.90,0.00,20.50,20.50,20.50
102,Freetown,2016,13.09,0.00,20.81,20.81,20.81
102,Freetown,2017,13.32,0.00,21.22,21.22,21.22
103,Gardner,2003,17.72,0.00,17.72,17.72,17.72
103,Gardner,2004,18.21,0.00,18.21,18.21,18.21
103,Gardner,2005,12.57,0.00,12.57,12.57,12.57
103,Gardner,2006,12.31,0.00,12.31,12.31,12.31
103,Gardner,2007,11.64,0.00,11.64,11.64,11.64
103,Gardner,2008,12.11,0.00,12.11,12.11,12.11
103,Gardner,2009,13.07,0.00,13.07,13.07,13.07
103,Gardner,2010,14.86,0.00,14.86,14.86,14.86
103,Gardner,2011,15.67,0.00,15.67,15.67,15.67
103,Gardner,2012,16.67,0.00,16.67,16.67,16.67
103,Gardner,2013,17.46,0.00,17.46,17.46,17.46
103,Gardner,2014,18.87,0.00,18.87,18.87,18.87
103,Gardner,2015,19.98,0.00,19.98,19.98,19.98
103,Gardner,2016,20.47,0.00,20.47,20.47,20.47
103,Gardner,2017,20.48,0.00,20.48,20.48,20.48
104,Aquinnah,2003,4.29,0.00,4.29,,4.29
104,Aquinnah,2004,4.63,0.00,4.63,0.00,4.63
104,Aquinnah,2005,3.63,0.00,3.63,0.00,3.63
104,Aquinnah,2006,3.69,0.00,3.69,0.00,3.69
104,Aquinnah,2007,4.03,0.00,4.03,0.00,4.03
104,Aquinnah,2008,3.25,0.00,3.25,0.00,3.25
104,Aquinnah,2009,3.49,0.00,3.49,0.00,3.49
104,Aquinnah,2010,3.79,0.00,3.79,0.00,3.79
104,Aquinnah,2011,3.86,0.00,3.86,0.00,3.86
104,Aquinnah,2012,3.93,0.00,3.93,0.00,3.93
104,Aquinnah,2013,4.32,0.00,4.32,0.00,4.32
104,Aquinnah,2014,4.69,0.00,4.69,0.00,4.69
104,Aquinnah,2015,5.12,0.00,5.12,5.12,5.12
104,Aquinnah,2016,5.35,0.00,5.35,5.35,5.35
104,Aquinnah,2017,5.50,0.00,5.50,5.50,5.50
105,Georgetown,2003,12.60,0.00,12.60,12.60,12.60
105,Georgetown,2004,9.75,0.00,9.75,9.75,9.75
105,Georgetown,2005,9.07,0.00,9.07,9.07,9.07
105,Georgetown,2006,9.18,0.00,9.18,9.18,9.18
105,Georgetown,2007,9.05,0.00,9.05,9.05,9.05
105,Georgetown,2008,9.30,0.00,9.30,9.30,9.30
105,Georgetown,2009,9.98,0.00,9.98,9.98,9.98
105,Georgetown,2010,10.58,0.00,10.58,10.58,10.58
105,Georgetown,2011,11.67,0.00,11.67,11.67,11.67
105,Georgetown,2012,13.09,0.00,13.09,13.09,13.09
105,Georgetown,2013,13.55,0.00,13.55,13.55,13.55
105,Georgetown,2014,14.05,0.00,14.05,14.05,14.05
105,Georgetown,2015,16.03,0.00,16.03,16.03,16.03
105,Georgetown,2016,15.87,0.00,15.87,15.87,15.87
105,Georgetown,2017,16.21,0.00,16.21,16.21,16.21
106,Gill,2003,15.80,0.00,15.80,15.80,15.80
106,Gill,2004,19.27,0.00,19.27,19.27,19.27
106,Gill,2005,14.31,0.00,14.31,14.31,14.31
106,Gill,2006,15.22,0.00,15.22,15.22,15.22
106,Gill,2007,13.54,0.00,13.54,13.54,13.54
106,Gill,2008,11.45,0.00,11.45,11.45,11.45
106,Gill,2009,13.02,0.00,13.02,13.02,13.02
106,Gill,2010,13.71,0.00,13.71,13.71,13.71
106,Gill,2011,13.90,0.00,13.90,13.90,13.90
106,Gill,2012,14.55,0.00,14.55,14.55,14.55
106,Gill,2013,15.34,0.00,15.34,15.34,15.34
106,Gill,2014,16.78,0.00,16.78,16.78,16.78
106,Gill,2015,16.85,0.00,16.85,16.85,16.85
106,Gill,2016,16.95,0.00,16.95,16.95,16.95
106,Gill,2017,16.58,0.00,16.58,16.58,16.58
107,Gloucester,2003,10.95,0.00,14.09,14.09,14.09
107,Gloucester,2004,9.61,0.00,12.32,12.32,12.32
107,Gloucester,2005,8.99,0.00,10.19,10.19,10.19
107,Gloucester,2006,8.68,0.00,9.25,9.25,9.25
107,Gloucester,2007,8.61,0.00,9.18,9.18,9.18
107,Gloucester,2008,9.10,0.00,9.70,9.70,9.70
107,Gloucester,2009,9.60,0.00,10.24,10.24,10.24
107,Gloucester,2010,10.49,0.00,11.20,11.20,11.20
107,Gloucester,2011,11.31,0.00,12.08,12.08,12.08
107,Gloucester,2012,12.18,0.00,13.01,13.01,13.01
107,Gloucester,2013,12.62,0.00,13.48,13.48,13.48
107,Gloucester,2014,12.98,0.00,13.86,13.86,13.86
107,Gloucester,2015,13.65,0.00,14.58,14.58,14.58
107,Gloucester,2016,13.61,0.00,14.53,14.53,14.53
107,Gloucester,2017,13.19,0.00,13.63,13.63,13.63
108,Goshen,2003,16.69,0.00,16.69,16.69,16.69
108,Goshen,2004,17.32,0.00,17.32,17.32,17.32
108,Goshen,2005,15.35,0.00,15.35,15.35,15.35
108,Goshen,2006,13.45,0.00,13.45,13.45,13.45
108,Goshen,2007,12.84,0.00,12.84,12.84,12.84
108,Goshen,2008,13.27,0.00,13.27,13.27,13.27
108,Goshen,2009,13.89,0.00,13.89,13.89,13.89
108,Goshen,2010,14.32,0.00,14.32,14.32,14.32
108,Goshen,2011,14.63,0.00,14.63,14.63,14.63
108,Goshen,2012,13.47,0.00,13.47,13.47,13.47
108,Goshen,2013,13.74,0.00,13.74,13.74,13.74
108,Goshen,2014,14.52,0.00,14.52,14.52,14.52
108,Goshen,2015,14.74,0.00,14.74,14.74,14.74
108,Goshen,2016,15.66,0.00,15.66,15.66,15.66
108,Goshen,2017,15.58,0.00,15.58,15.58,15.58
109,Gosnold,2003,2.37,0.00,2.37,2.37,2.37
109,Gosnold,2004,2.43,0.00,2.43,2.43,2.43
109,Gosnold,2005,2.26,0.00,2.26,2.26,2.26
109,Gosnold,2006,1.60,0.00,1.60,1.60,1.60
109,Gosnold,2007,1.97,0.00,1.97,1.97,1.97
109,Gosnold,2008,1.72,0.00,1.72,1.72,1.72
109,Gosnold,2009,1.79,0.00,1.79,1.79,1.79
109,Gosnold,2010,1.81,0.00,1.81,1.81,1.81
109,Gosnold,2011,1.96,0.00,1.96,1.96,1.96
109,Gosnold,2012,2.21,0.00,2.21,2.21,2.21
109,Gosnold,2013,2.25,0.00,2.25,2.25,2.25
109,Gosnold,2014,2.75,0.00,2.75,2.75,2.75
109,Gosnold,2015,2.50,0.00,2.50,2.50,2.50
109,Gosnold,2016,2.53,0.00,2.53,2.53,2.53
110,Grafton,2003,15.00,0.00,15.00,15.00,15.00
110,Grafton,2004,10.81,0.00,10.81,10.81,10.81
110,Grafton,2005,10.39,0.00,10.39,10.39,10.39
110,Grafton,2006,10.08,0.00,10.08,10.08,10.08
110,Grafton,2007,9.54,0.00,9.54,9.54,9.54
110,Grafton,2008,10.05,0.00,10.05,10.05,10.05
110,Grafton,2009,10.83,0.00,10.83,10.83,10.83
110,Grafton,2010,12.43,0.00,12.43,12.43,12.43
110,Grafton,2011,13.63,0.00,13.63,13.63,13.63
110,Grafton,2012,14.13,0.00,14.13,14.13,14.13
110,Grafton,2013,15.55,0.00,15.55,15.55,15.55
110,Grafton,2014,15.26,0.00,15.26,15.26,15.26
110,Grafton,2015,16.50,0.00,16.50,16.50,16.50
110,Grafton,2016,16.75,0.00,16.75,16.75,16.75
110,Grafton,2017,16.40,0.00,16.40,16.40,16.40
111,Granby,2003,14.77,0.00,14.77,14.77,14.77
111,Granby,2004,15.20,0.00,15.20,15.20,15.20
111,Granby,2005,13.68,0.00,13.68,13.68,13.68
111,Granby,2006,12.47,0.00,12.47,12.47,12.47
111,Granby,2007,12.20,0.00,12.20,12.20,12.20
111,Granby,2008,12.57,0.00,12.57,12.57,12.57
111,Granby,2009,13.45,0.00,13.45,13.45,13.45
111,Granby,2010,14.51,0.00,14.51,14.51,14.51
111,Granby,2011,14.98,0.00,14.98,14.98,14.98
111,Granby,2012,15.87,0.00,15.87,15.87,15.87
111,Granby,2013,16.34,0.00,16.34,16.34,16.34
111,Granby,2014,16.78,0.00,16.78,16.78,16.78
111,Granby,2015,18.31,0.00,18.31,18.31,18.31
111,Granby,2016,18.87,0.00,18.87,18.87,18.87
111,Granby,2017,18.10,0.00,18.10,18.10,18.10
112,Granville,2003,16.64,0.00,16.64,16.64,16.64
112,Granville,2004,13.68,0.00,13.68,13.68,13.68
112,Granville,2005,13.60,0.00,13.60,13.60,13.60
112,Granville,2006,12.00,0.00,12.00,12.00,12.00
112,Granville,2007,10.61,0.00,10.61,10.61,10.61
112,Granville,2008,11.20,0.00,11.20,11.20,11.20
112,Granville,2009,11.00,0.00,11.00,11.00,11.00
112,Granville,2010,11.20,0.00,11.20,11.20,11.20
112,Granville,2011,11.90,0.00,11.90,11.90,11.90
112,Granville,2012,12.02,0.00,12.02,12.02,12.02
112,Granville,2013,12.10,0.00,12.10,12.10,12.10
112,Granville,2014,12.66,0.00,12.66,12.66,12.66
112,Granville,2015,12.68,0.00,12.68,12.68,12.68
112,Granville,2016,12.84,0.00,12.84,12.84,12.84
112,Granville,2017,13.84,0.00,13.84,13.84,13.84
113,Great Barrington,2003,15.62,0.00,15.62,15.62,15.62
113,Great Barrington,2004,14.70,0.00,14.70,14.70,14.70
113,Great Barrington,2005,14.76,0.00,14.76,14.76,14.76
113,Great Barrington,2006,13.46,0.00,13.46,13.46,13.46
113,Great Barrington,2007,11.40,0.00,11.40,11.40,11.40
113,Great Barrington,2008,11.28,0.00,11.28,11.28,11.28
113,Great Barrington,2009,11.36,0.00,11.36,11.36,11.36
113,Great Barrington,2010,11.52,0.00,11.52,11.52,11.52
113,Great Barrington,2011,12.16,0.00,12.16,12.16,12.16
113,Great Barrington,2012,13.12,0.00,13.12,13.12,13.12
113,Great Barrington,2013,13.14,0.00,13.14,13.14,13.14
113,Great Barrington,2014,13.56,0.00,13.56,13.56,13.56
113,Great Barrington,2015,13.72,0.00,13.72,13.72,13.72
113,Great Barrington,2016,14.29,0.00,14.29,14.29,14.29
113,Great Barrington,2017,14.60,0.00,14.60,14.60,14.60
114,Greenfield,2003,21.21,0.00,21.21,21.21,21.21
114,Greenfield,2004,21.06,0.00,21.06,21.06,21.06
114,Greenfield,2005,19.09,0.00,19.09,19.09,19.09
114,Greenfield,2006,18.22,0.00,18.22,18.22,18.22
114,Greenfield,2007,17.10,0.00,17.10,17.10,17.10
114,Greenfield,2008,16.88,0.00,16.88,16.88,16.88
114,Greenfield,2009,17.50,0.00,17.50,17.50,17.50
114,Greenfield,2010,17.68,0.00,17.68,17.68,17.68
114,Greenfield,2011,18.14,0.00,18.14,18.14,18.14
114,Greenfield,2012,19.01,0.00,19.01,19.01,19.01
114,Greenfield,2013,20.72,0.00,20.72,20.72,20.72
114,Greenfield,2014,20.53,0.00,20.53,20.53,20.53
114,Greenfield,2015,22.51,0.00,22.51,22.51,22.51
114,Greenfield,2016,21.81,0.00,21.81,21.81,21.81
114,Greenfield,2017,21.73,0.00,21.73,21.73,21.73
115,Groton,2003,14.23,0.00,14.23,14.23,14.23
115,Groton,2004,15.44,0.00,15.44,15.44,15.44
115,Groton,2005,13.84,0.00,13.84,13.84,13.84
115,Groton,2006,14.17,0.00,14.17,14.17,14.17
115,Groton,2007,13.77,0.00,13.77,13.77,13.77
115,Groton,2008,13.87,0.00,13.87,13.87,13.87
115,Groton,2009,14.32,0.00,14.32,14.32,14.32
115,Groton,2010,15.78,0.00,15.78,15.78,15.78
115,Groton,2011,16.38,0.00,16.38,16.38,16.38
115,Groton,2012,16.08,0.00,16.08,16.08,16.08
115,Groton,2013,16.85,0.00,16.85,16.85,16.85
115,Groton,2014,17.38,0.00,17.38,17.38,17.38
115,Groton,2015,18.27,0.00,18.27,18.27,18.27
115,Groton,2016,18.78,0.00,18.78,18.78,18.78
115,Groton,2017,18.26,0.00,18.26,18.26,18.26
116,Groveland,2003,11.48,0.00,11.48,11.48,11.48
116,Groveland,2004,10.19,0.00,10.19,10.19,10.19
116,Groveland,2005,9.38,0.00,9.38,9.38,9.38
116,Groveland,2006,9.59,0.00,9.59,9.59,9.59
116,Groveland,2007,9.77,0.00,9.77,9.77,9.77
116,Groveland,2008,10.13,0.00,10.13,10.13,10.13
116,Groveland,2009,10.97,0.00,10.97,10.97,10.97
116,Groveland,2010,11.93,0.00,11.93,11.93,11.93
116,Groveland,2011,12.55,0.00,12.55,12.55,12.55
116,Groveland,2012,12.98,0.00,12.98,12.98,12.98
116,Groveland,2013,14.48,0.00,14.48,14.48,14.48
116,Groveland,2014,15.06,0.00,15.06,15.06,15.06
116,Groveland,2015,14.61,0.00,14.61,14.61,14.61
116,Groveland,2016,15.09,0.00,15.09,15.09,15.09
116,Groveland,2017,14.68,0.00,14.68,14.68,14.68
117,Hadley,2003,12.94,0.00,12.94,12.94,12.94
117,Hadley,2004,13.11,0.00,13.11,13.11,13.11
117,Hadley,2005,10.03,0.00,10.03,10.03,10.03
117,Hadley,2006,9.28,0.00,9.28,9.28,9.28
117,Hadley,2007,9.12,0.00,9.12,9.12,9.12
117,Hadley,2008,8.84,0.00,8.84,8.84,8.84
117,Hadley,2009,9.10,0.00,9.10,9.10,9.10
117,Hadley,2010,9.32,0.00,9.32,9.32,9.32
117,Hadley,2011,9.92,0.00,9.92,9.92,9.92
117,Hadley,2012,10.22,0.00,10.22,10.22,10.22
117,Hadley,2013,10.44,0.00,10.44,10.44,10.44
117,Hadley,2014,10.64,0.00,10.64,10.64,10.64
117,Hadley,2015,10.86,0.00,10.86,10.86,10.86
117,Hadley,2016,11.15,0.00,11.15,11.15,11.15
117,Hadley,2017,11.57,0.00,11.57,11.57,11.57
118,Halifax,2003,13.75,0.00,13.75,13.75,13.75
118,Halifax,2004,12.81,0.00,12.81,12.81,12.81
118,Halifax,2005,11.60,0.00,11.60,11.60,11.60
118,Halifax,2006,12.02,0.00,12.02,12.02,12.02
118,Halifax,2007,11.78,0.00,11.78,11.78,11.78
118,Halifax,2008,12.97,0.00,12.97,12.97,12.97
118,Halifax,2009,13.32,0.00,13.32,13.32,13.32
118,Halifax,2010,13.99,0.00,13.99,13.99,13.99
118,Halifax,2011,15.77,0.00,15.77,15.77,15.77
118,Halifax,2012,16.80,0.00,16.80,16.80,16.80
118,Halifax,2013,17.99,0.00,17.99,17.99,17.99
118,Halifax,2014,18.67,0.00,18.67,18.67,18.67
118,Halifax,2015,18.99,0.00,18.99,18.99,18.99
118,Halifax,2016,19.25,0.00,19.25,19.25,19.25
118,Halifax,2017,18.53,0.00,18.53,18.53,18.53
119,Hamilton,2003,13.24,0.00,13.24,13.24,13.24
119,Hamilton,2004,12.48,0.00,12.48,12.48,12.48
119,Hamilton,2005,12.52,0.00,12.52,12.52,12.52
119,Hamilton,2006,11.93,0.00,11.93,11.93,11.93
119,Hamilton,2007,12.58,0.00,12.58,12.58,12.58
119,Hamilton,2008,13.39,0.00,13.39,13.39,13.39
119,Hamilton,2009,15.23,0.00,15.23,15.23,15.23
119,Hamilton,2010,16.29,0.00,16.29,16.29,16.29
119,Hamilton,2011,17.19,0.00,17.19,17.19,17.19
119,Hamilton,2012,17.32,0.00,17.32,17.32,17.32
119,Hamilton,2013,17.17,0.00,17.17,17.17,17.17
119,Hamilton,2014,17.40,0.00,17.40,17.40,17.40
119,Hamilton,2015,17.09,0.00,17.09,17.09,17.09
119,Hamilton,2016,17.25,0.00,17.25,17.25,17.25
119,Hamilton,2017,16.81,0.00,16.81,16.81,16.81
120,Hampden,2003,17.00,0.00,17.00,17.00,17.00
120,Hampden,2004,17.44,0.00,17.44,17.44,17.44
120,Hampden,2005,15.62,0.00,15.62,15.62,15.62
120,Hampden,2006,14.18,0.00,14.18,14.18,14.18
120,Hampden,2007,14.72,0.00,14.72,14.72,14.72
120,Hampden,2008,13.45,0.00,13.45,13.45,13.45
120,Hampden,2009,14.23,0.00,14.23,14.23,14.23
120,Hampden,2010,15.84,0.00,15.84,15.84,15.84
120,Hampden,2011,15.64,0.00,15.64,15.64,15.64
120,Hampden,2012,16.87,0.00,16.87,16.87,16.87
120,Hampden,2013,17.45,0.00,17.45,17.45,17.45
120,Hampden,2014,18.00,0.00,18.00,18.00,18.00
120,Hampden,2015,18.98,0.00,18.98,18.98,18.98
120,Hampden,2016,19.36,0.00,19.36,19.36,19.36
120,Hampden,2017,19.29,0.00,19.29,19.29,19.29
121,Hancock,2003,5.30,0.00,5.30,5.30,5.30
121,Hancock,2004,4.74,0.00,4.74,4.74,4.74
121,Hancock,2005,5.40,0.00,5.40,5.40,5.40
121,Hancock,2006,4.17,0.00,4.17,4.17,4.17
121,Hancock,2007,3.36,0.00,3.36,3.36,3.36
121,Hancock,2008,2.96,0.00,2.96,2.96,2.96
121,Hancock,2009,2.98,0.00,2.98,2.98,2.98
121,Hancock,2010,3.48,0.00,3.48,3.48,3.48
121,Hancock,2011,3.11,0.00,3.11,3.11,3.11
121,Hancock,2012,3.26,0.00,3.26,3.26,3.26
121,Hancock,2013,2.84,0.00,2.84,2.84,2.84
121,Hancock,2014,2.84,0.00,2.84,2.84,2.84
121,Hancock,2015,2.84,0.00,2.84,2.84,2.84
121,Hancock,2016,2.40,0.00,2.40,2.40,2.40
121,Hancock,2017,2.94,0.00,2.94,2.94,2.94
122,Hanover,2003,14.49,0.00,14.49,14.49,14.49
122,Hanover,2004,13.68,0.00,13.84,13.84,13.84
122,Hanover,2005,10.76,0.00,10.89,10.89,10.89
122,Hanover,2006,10.89,0.00,11.28,11.28,11.28
122,Hanover,2007,10.63,0.00,11.01,11.01,11.01
122,Hanover,2008,10.61,0.00,11.00,11.00,11.00
122,Hanover,2009,11.76,0.00,12.20,12.20,12.20
122,Hanover,2010,13.41,0.00,13.91,13.91,13.91
122,Hanover,2011,14.18,0.00,14.71,14.71,14.71
122,Hanover,2012,15.00,0.00,15.74,15.74,15.74
122,Hanover,2013,15.55,0.00,16.50,16.50,16.50
122,Hanover,2014,16.21,0.00,17.20,17.20,17.20
122,Hanover,2015,16.15,0.00,17.14,17.14,17.14
122,Hanover,2016,16.86,0.00,17.88,17.88,17.88
122,Hanover,2017,16.52,0.00,17.32,17.32,17.32
123,Hanson,2003,13.97,0.00,13.97,13.97,13.97
123,Hanson,2004,11.14,0.00,11.14,11.14,11.14
123,Hanson,2005,10.22,0.00,10.22,10.22,10.22
123,Hanson,2006,9.90,0.00,9.90,9.90,9.90
123,Hanson,2007,9.38,0.00,9.38,9.38,9.38
123,Hanson,2008,9.85,0.00,9.85,9.85,9.85
123,Hanson,2009,10.71,0.00,10.71,10.71,10.71
123,Hanson,2010,11.98,0.00,11.98,11.98,11.98
123,Hanson,2011,12.10,0.00,12.10,12.10,12.10
123,Hanson,2012,12.73,0.00,12.73,12.73,12.73
123,Hanson,2013,14.32,0.00,14.32,14.32,14.32
123,Hanson,2014,15.47,0.00,15.47,15.47,15.47
123,Hanson,2015,15.92,0.00,15.92,15.92,15.92
123,Hanson,2016,16.55,0.00,16.55,16.55,16.55
123,Hanson,2017,15.98,0.00,15.98,15.98,15.98
124,Hardwick,2003,14.92,0.00,14.92,14.92,14.92
124,Hardwick,2004,15.22,0.00,15.22,15.22,15.22
124,Hardwick,2005,12.72,0.00,12.72,12.72,12.72
124,Hardwick,2006,9.90,0.00,9.90,9.90,9.90
124,Hardwick,2007,9.98,0.00,9.98,9.98,9.98
124,Hardwick,2008,9.84,0.00,9.84,9.84,9.84
124,Hardwick,2009,9.50,0.00,9.50,9.50,9.50
124,Hardwick,2010,11.06,0.00,11.06,11.06,11.06
124,Hardwick,2011,12.40,0.00,12.40,12.40,12.40
124,Hardwick,2012,13.32,0.00,13.32,13.32,13.32
124,Hardwick,2013,13.94,0.00,13.94,13.94,13.94
124,Hardwick,2014,15.82,0.00,15.82,15.82,15.82
124,Hardwick,2015,15.90,0.00,15.90,15.90,15.90
124,Hardwick,2016,15.77,0.00,15.77,15.77,15.77
124,Hardwick,2017,16.00,0.00,16.00,16.00,16.00
125,Harvard,2003,11.45,0.00,11.45,11.45,11.45
125,Harvard,2004,11.57,0.00,11.57,11.57,11.57
125,Harvard,2005,10.01,0.00,10.01,10.01,10.01
125,Harvard,2006,10.89,0.00,10.89,10.89,10.89
125,Harvard,2007,11.62,0.00,11.62,11.62,11.62
125,Harvard,2008,12.68,0.00,12.68,12.68,12.68
125,Harvard,2009,13.43,0.00,13.43,13.43,13.43
125,Harvard,2010,14.33,0.00,14.33,14.33,14.33
125,Harvard,2011,15.47,0.00,15.47,15.47,15.47
125,Harvard,2012,16.24,0.00,16.24,16.24,16.24
125,Harvard,2013,16.68,0.00,16.68,16.68,16.68
125,Harvard,2014,17.09,0.00,17.09,17.09,17.09
125,Harvard,2015,17.79,0.00,17.79,17.79,17.79
125,Harvard,2016,18.05,0.00,18.05,18.05,18.05
125,Harvard,2017,18.10,0.00,18.10,18.10,18.10
126,Harwich,2003,8.02,0.00,8.02,8.02,8.02
126,Harwich,2004,6.60,0.00,6.60,6.60,6.60
126,Harwich,2005,6.24,0.00,6.24,6.24,6.24
126,Harwich,2006,5.89,0.00,5.89,5.89,5.89
126,Harwich,2007,5.58,0.00,5.58,5.58,5.58
126,Harwich,2008,6.05,0.00,6.05,6.05,6.05
126,Harwich,2009,6.25,0.00,6.25,6.25,6.25
126,Harwich,2010,7.03,0.00,7.03,7.03,7.03
126,Harwich,2011,7.70,0.00,7.70,7.70,7.70
126,Harwich,2012,8.12,0.00,8.12,8.12,8.12
126,Harwich,2013,8.58,0.00,8.58,8.58,8.58
126,Harwich,2014,8.77,0.00,8.77,8.77,8.77
126,Harwich,2015,8.97,0.00,8.97,8.97,8.97
126,Harwich,2016,9.07,0.00,9.07,9.07,9.07
126,Harwich,2017,8.97,0.00,8.97,8.97,8.97
127,Hatfield,2003,13.03,0.00,13.03,13.03,13.03
127,Hatfield,2004,12.49,0.00,12.49,12.49,12.49
127,Hatfield,2005,12.37,0.00,12.37,12.37,12.37
127,Hatfield,2006,12.43,0.00,12.43,12.43,12.43
127,Hatfield,2007,10.42,0.00,10.42,10.42,10.42
127,Hatfield,2008,10.43,0.00,10.43,10.43,10.43
127,Hatfield,2009,10.64,0.00,10.64,10.64,10.64
127,Hatfield,2010,10.87,0.00,10.87,10.87,10.87
127,Hatfield,2011,10.84,0.00,10.84,10.84,10.84
127,Hatfield,2012,10.73,0.00,10.73,10.73,10.73
127,Hatfield,2013,12.30,0.00,12.30,12.30,12.30
127,Hatfield,2014,12.67,0.00,12.67,12.67,12.67
127,Hatfield,2015,13.17,0.00,13.17,13.17,13.17
127,Hatfield,2016,13.18,0.00,13.18,13.18,13.18
127,Hatfield,2017,13.22,0.00,13.22,13.22,13.22
128,Haverhill,2003,13.27,13.27,21.88,21.88,21.88
