JURISDICTION_CODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
087,Easthampton,2007,"13,499,585",0,"850,944","520,523","350,578","15,221,630",88.69,11.31
087,Easthampton,2008,"14,076,378",0,"880,839","538,639","374,524","15,870,380",88.70,11.30
088,Easton,2003,"22,922,901",0,"1,470,184","1,018,862","396,010","25,807,957",88.82,11.18
088,Easton,2004,"24,325,711",0,"1,523,292","1,031,126","344,360","27,224,489",89.35,10.65
088,Easton,2005,"26,181,972",0,"1,518,849","969,272","335,009","29,005,102",90.27,9.73
088,Easton,2006,"28,340,862",0,"1,681,810","983,303","344,878","31,350,853",90.40,9.60
088,Easton,2007,"31,932,616",0,"2,513,337","1,267,696","351,985","36,065,634",88.54,11.46
088,Easton,2008,"33,025,331",0,"2,869,710","1,343,013","412,758","37,650,812",87.71,12.29
089,Edgartown,2003,"12,321,490","13,024","794,140","8,462","210,042","13,347,158",92.41,7.59
089,Edgartown,2004,"14,179,453","11,497","840,730","9,319","211,773","15,252,772",93.04,6.96
089,Edgartown,2005,"15,412,696","17,831","882,415","10,247","196,015","16,519,204",93.41,6.59
089,Edgartown,2006,"16,785,145","12,853","1,003,969","11,390","212,431","18,025,788",93.19,6.81
089,Edgartown,2007,"16,760,629","12,842","1,026,082","12,203","211,102","18,022,858",93.07,6.93
089,Edgartown,2008,"17,825,902",0,"1,065,720","11,108","232,714","19,135,444",93.16,6.84
090,Egremont,2003,"2,095,810",0,"109,741",0,"58,197","2,263,748",92.58,7.42
090,Egremont,2004,"2,310,358",0,"121,040",0,"54,329","2,485,727",92.94,7.06
090,Egremont,2005,"2,382,916",0,"118,614",0,"48,698","2,550,228",93.44,6.56
090,Egremont,2006,"2,320,933",0,"117,343",0,"39,107","2,477,383",93.68,6.32
090,Egremont,2007,"2,377,613",0,"120,216",0,"52,932","2,550,761",93.21,6.79
090,Egremont,2008,"2,617,918",0,"128,528",0,"50,757","2,797,203",93.59,6.41
091,Erving,2003,"455,446","2,095","54,330","3,434,440","1,620,588","5,566,899",8.22,91.78
091,Erving,2004,"482,158","2,146","54,902","3,524,192","1,667,230","5,730,628",8.45,91.55
091,Erving,2005,"571,620","2,542","69,652","3,579,742","1,668,842","5,892,398",9.74,90.26
091,Erving,2006,"716,677","3,042","77,634","3,208,128","2,053,018","6,058,499",11.88,88.12
091,Erving,2007,"785,961","3,193","76,933","3,276,840","2,076,191","6,219,118",12.69,87.31
091,Erving,2008,"804,907","3,151","79,288","3,357,600","2,129,408","6,374,354",12.68,87.32
092,Essex,2003,"5,257,913",0,"498,397","120,206","89,098","5,965,614",88.14,11.86
092,Essex,2004,"5,570,221",0,"496,268","125,797","71,544","6,263,830",88.93,11.07
092,Essex,2005,"6,029,008",0,"503,789","136,689","76,927","6,746,413",89.37,10.63
092,Essex,2006,"6,878,027",0,"598,163","147,292","89,955","7,713,437",89.17,10.83
092,Essex,2007,"7,269,618",0,"654,838","177,936","90,278","8,192,670",88.73,11.27
092,Essex,2008,"7,746,997",0,"693,131","185,119","96,402","8,721,649",88.82,11.18
093,Everett,2003,"15,675,580",0,"6,655,378","23,595,609","3,879,705","49,806,272",31.47,68.53
093,Everett,2004,"17,569,016",0,"8,769,974","24,549,383","4,948,710","55,837,083",31.46,68.54
093,Everett,2005,"22,733,261",0,"9,258,770","25,009,110","4,680,203","61,681,344",36.86,63.14
093,Everett,2006,"24,052,244",0,"8,813,509","24,018,133","4,781,777","61,665,663",39,61
093,Everett,2007,"27,162,037",0,"8,767,519","23,933,413","4,750,415","64,613,384",42.04,57.96
093,Everett,2008,"29,732,490",0,"9,637,182","23,622,541","5,019,608","68,011,821",43.72,56.28
094,Fairhaven,2003,"12,270,146",0,"3,395,791","298,732","398,692","16,363,361",74.99,25.01
094,Fairhaven,2004,"12,673,352",0,"3,403,070","294,326","501,225","16,871,973",75.11,24.89
094,Fairhaven,2005,"13,211,028",0,"3,522,702","326,721","471,039","17,531,490",75.36,24.64
094,Fairhaven,2006,"13,953,317",0,"3,493,812","353,732","459,980","18,260,841",76.41,23.59
094,Fairhaven,2007,"14,707,690",0,"3,504,049","346,325","483,948","19,042,012",77.24,22.76
094,Fairhaven,2008,"15,164,251",0,"4,014,028","398,181","507,829","20,084,289",75.50,24.50
095,Fall River,2003,"24,577,254",0,"10,242,068","5,553,710","2,523,136","42,896,168",57.29,42.71
095,Fall River,2004,"27,235,183",0,"10,621,354","5,781,639","2,477,915","46,116,091",59.06,40.94
095,Fall River,2005,"30,742,800",0,"10,832,294","5,856,221","2,105,941","49,537,256",62.06,37.94
095,Fall River,2006,"32,882,617",0,"11,071,195","5,930,647","1,923,614","51,808,073",63.47,36.53
095,Fall River,2007,"38,054,297",0,"12,173,613","6,465,278","1,964,901","58,658,089",64.87,35.13
095,Fall River,2008,"41,683,792",0,"12,335,506","6,320,611","2,253,938","62,593,847",66.59,33.41
096,Falmouth,2003,"49,868,870","9,969","2,934,611","325,009","838,198","53,976,657",92.41,7.59
096,Falmouth,2004,"52,627,154","9,266","3,027,413","333,431","912,979","56,910,243",92.49,7.51
096,Falmouth,2005,"55,268,192","10,672","3,378,730","391,012","794,638","59,843,244",92.37,7.63
096,Falmouth,2006,"56,790,602","13,740","3,343,268","384,287","829,571","61,361,468",92.57,7.43
096,Falmouth,2007,"59,984,828","14,580","3,360,251","394,341","854,549","64,608,549",92.87,7.13
096,Falmouth,2008,"63,887,384","32,389","3,832,062","468,734","1,011,925","69,232,494",92.33,7.67
097,Fitchburg,2003,"20,034,069",0,"3,651,258","2,135,719","1,318,376","27,139,422",73.82,26.18
097,Fitchburg,2004,"21,260,336",0,"3,603,597","2,125,834","1,359,880","28,349,647",74.99,25.01
097,Fitchburg,2005,"23,008,256",0,"3,543,575","1,959,124","1,239,452","29,750,407",77.34,22.66
097,Fitchburg,2006,"24,624,399",0,"3,581,624","1,950,768","1,259,673","31,416,464",78.38,21.62
097,Fitchburg,2007,"26,175,846",0,"3,887,260","1,983,665","1,316,970","33,363,741",78.46,21.54
097,Fitchburg,2008,"27,473,948",0,"4,073,883","2,051,149","1,419,512","35,018,492",78.46,21.54
098,Florida,2003,"325,745","1,212","9,366","868,090","118,883","1,323,296",24.71,75.29
098,Florida,2004,"335,941","1,215","9,424","865,803","120,374","1,332,757",25.30,74.70
098,Florida,2005,"346,841","1,229","11,277","927,924","127,253","1,414,524",24.61,75.39
098,Florida,2006,"382,142",0,"22,497","992,838","267,139","1,664,616",22.96,77.04
098,Florida,2007,"390,781",0,"24,498","1,000,804","295,842","1,711,925",22.83,77.17
098,Florida,2008,"433,743",0,"22,663","1,027,496","298,162","1,782,064",24.34,75.66
099,Foxborough,2003,"17,598,791",0,"3,159,592","802,478","535,363","22,096,224",79.65,20.35
099,Foxborough,2004,"18,062,586",0,"3,665,803","788,203","482,271","22,998,863",78.54,21.46
099,Foxborough,2005,"18,989,952",0,"3,689,372","797,718","620,547","24,097,589",78.80,21.20
099,Foxborough,2006,"20,749,986",0,"3,835,608","768,978","578,107","25,932,679",80.01,19.99
099,Foxborough,2007,"21,425,418",0,"4,331,728","818,512","591,246","27,166,904",78.87,21.13
099,Foxborough,2008,"22,366,864",0,"4,606,301","874,083","706,823","28,554,071",78.33,21.67
100,Framingham,2003,"64,387,263",0,"37,629,697","7,228,498","5,625,600","114,871,058",56.05,43.95
100,Framingham,2004,"67,689,993",0,"38,549,632","7,329,874","7,059,619","120,629,118",56.11,43.89
100,Framingham,2005,"70,865,677",0,"40,835,502","7,528,195","6,313,392","125,542,766",56.45,43.55
100,Framingham,2006,"75,641,991",0,"41,708,749","7,580,455","6,590,375","131,521,570",57.51,42.49
100,Framingham,2007,"80,600,383",0,"40,796,516","7,629,202","6,681,657","135,707,758",59.39,40.61
100,Framingham,2008,"85,320,578",0,"41,135,118","7,780,739","7,041,917","141,278,352",60.39,39.61
101,Franklin,2003,"29,224,719",0,"2,443,303","4,748,638","775,496","37,192,156",78.58,21.42
101,Franklin,2004,"29,887,605",0,"2,497,339","4,926,910","1,011,717","38,323,571",77.99,22.01
101,Franklin,2005,"31,651,605",0,"2,998,418","4,789,726","769,247","40,208,996",78.72,21.28
101,Franklin,2006,"33,885,538",0,"3,064,779","4,766,718","812,301","42,529,336",79.68,20.32
101,Franklin,2007,"35,367,762",0,"3,076,433","4,671,028","1,112,451","44,227,674",79.97,20.03
101,Franklin,2008,"38,551,083",0,"3,649,472","5,372,236","1,040,001","48,612,792",79.30,20.70
102,Freetown,2003,"7,846,028",0,"809,703","651,708","511,686","9,819,125",79.91,20.09
102,Freetown,2004,"8,559,412",0,"841,501","622,998","519,673","10,543,584",81.18,18.82
102,Freetown,2005,"9,026,529",0,"791,404","923,947","566,151","11,308,031",79.82,20.18
102,Freetown,2006,"9,640,394",0,"814,139","1,065,922","554,313","12,074,768",79.84,20.16
102,Freetown,2007,"9,968,043",0,"818,266","1,316,663","543,385","12,646,357",78.82,21.18
102,Freetown,2008,"10,327,597",0,"870,421","1,431,245","592,339","13,221,602",78.11,21.89
103,Gardner,2003,"11,003,384",0,"1,215,812","742,386","398,346","13,359,928",82.36,17.64
103,Gardner,2004,"11,504,586",0,"1,256,497","788,151","426,653","13,975,887",82.32,17.68
103,Gardner,2005,"12,617,715",0,"1,049,838","633,377","293,552","14,594,482",86.46,13.54
103,Gardner,2006,"13,277,936",0,"1,032,331","640,487","331,186","15,281,940",86.89,13.11
103,Gardner,2007,"13,951,796",0,"1,068,595","586,091","308,811","15,915,293",87.66,12.34
103,Gardner,2008,"14,392,588",0,"1,185,199","667,925","339,694","16,585,406",86.78,13.22
104,Aquinnah,2003,"1,742,316",0,"7,846",0,"21,347","1,771,509",98.35,1.65
104,Aquinnah,2004,"1,870,796",0,"8,346",0,"24,048","1,903,190",98.30,1.70
104,Aquinnah,2005,"1,992,618",0,"8,503",0,"16,146","2,017,267",98.78,1.22
104,Aquinnah,2006,"2,045,908",0,"10,432",0,"17,126","2,073,466",98.67,1.33
104,Aquinnah,2007,"2,248,038",0,"11,355",0,"20,327","2,279,720",98.61,1.39
104,Aquinnah,2008,"2,336,950",0,"22,774",0,"21,255","2,380,979",98.15,1.85
105,Georgetown,2003,"8,124,741",0,"419,703","440,657","137,627","9,122,728",89.06,10.94
105,Georgetown,2004,"8,616,451",0,"421,384","433,774","137,844","9,609,453",89.67,10.33
105,Georgetown,2005,"9,126,972",0,"400,178","411,612","125,365","10,064,127",90.69,9.31
105,Georgetown,2006,"10,151,407",0,"408,449","427,188","143,137","11,130,181",91.21,8.79
105,Georgetown,2007,"10,605,423",0,"439,250","452,593","146,584","11,643,850",91.08,8.92
105,Georgetown,2008,"11,082,498",0,"451,165","481,757","152,667","12,168,087",91.08,8.92
106,Gill,2003,"1,082,601",0,"115,312","93,144","34,504","1,325,561",81.67,18.33
106,Gill,2004,"1,340,450",0,"134,442","113,601","44,644","1,633,137",82.08,17.92
106,Gill,2005,"1,336,646",0,"118,734","118,827","31,053","1,605,260",83.27,16.73
106,Gill,2006,"1,377,364",0,"129,137","126,385","35,542","1,668,428",82.55,17.45
106,Gill,2007,"1,352,180",0,"121,780","113,341","30,807","1,618,108",83.57,16.43
106,Gill,2008,"1,422,978",0,"133,057","217,305","27,518","1,800,858",79.02,20.98
107,Gloucester,2003,"37,451,773",0,"2,761,220","1,818,109","744,245","42,775,347",87.55,12.45
107,Gloucester,2004,"39,378,787",0,"2,704,634","1,711,454","676,510","44,471,385",88.55,11.45
107,Gloucester,2005,"41,833,490",0,"2,467,274","1,602,935","662,079","46,565,778",89.84,10.16
107,Gloucester,2006,"44,122,912",0,"2,343,907","1,474,089","660,767","48,601,675",90.78,9.22
107,Gloucester,2007,"46,155,530",0,"2,471,322","1,483,849","669,988","50,780,689",90.89,9.11
107,Gloucester,2008,"47,706,105",0,"2,724,665","1,636,091","725,101","52,791,962",90.37,9.63
108,Goshen,2003,"1,304,610",0,"31,056","10,967","22,756","1,369,389",95.27,4.73
108,Goshen,2004,"1,387,573",0,"31,628","14,677","26,490","1,460,368",95.02,4.98
108,Goshen,2005,"1,478,460",0,"33,197","13,248","26,433","1,551,338",95.30,4.70
108,Goshen,2006,"1,526,666",0,"34,072","21,669","23,864","1,606,271",95.04,4.96
108,Goshen,2007,"1,516,512",0,"35,874","20,758","23,663","1,596,807",94.97,5.03
108,Goshen,2008,"1,562,817",0,"38,130","21,000","21,924","1,643,871",95.07,4.93
109,Gosnold,2003,"306,904",0,"6,321",786,"1,003","315,014",97.43,2.57
109,Gosnold,2004,"318,190",0,"6,481",806,806,"326,283",97.52,2.48
109,Gosnold,2005,"326,075",0,"6,620",843,586,"334,124",97.59,2.41
109,Gosnold,2006,"382,846",0,"5,202",952,429,"389,429",98.31,1.69
109,Gosnold,2007,"471,380",0,"6,405","1,172",528,"479,485",98.31,1.69
109,Gosnold,2008,"469,621",0,"5,477","1,233","1,689","478,020",98.24,1.76
110,Grafton,2003,"14,310,117",0,"757,899","488,136","469,449","16,025,601",89.30,10.70
110,Grafton,2004,"16,448,407",0,"655,080","430,520","381,115","17,915,122",91.81,8.19
110,Grafton,2005,"17,929,144",0,"619,611","427,123","376,626","19,352,504",92.65,7.35
110,Grafton,2006,"18,988,208",0,"702,293","467,809","394,180","20,552,490",92.39,7.61
110,Grafton,2007,"20,950,262",0,"829,131","452,613","386,259","22,618,265",92.63,7.37
110,Grafton,2008,"21,929,509",0,"824,450","509,055","396,685","23,659,699",92.69,7.31
111,Granby,2003,"5,128,625",0,"223,834","39,476","112,890","5,504,825",93.17,6.83
111,Granby,2004,"5,342,969",0,"307,992","40,625","100,563","5,792,149",92.25,7.75
111,Granby,2005,"6,107,758",0,"297,984","37,667","113,310","6,556,719",93.15,6.85
111,Granby,2006,"6,472,831",0,"302,029","40,942","101,834","6,917,636",93.57,6.43
111,Granby,2007,"6,979,919",0,"321,864","41,404","113,742","7,456,929",93.60,6.40
111,Granby,2008,"7,287,290",0,"309,618","42,659","119,780","7,759,347",93.92,6.08
112,Granville,2003,"1,506,040",0,"86,931","26,453","166,933","1,786,357",84.31,15.69
112,Granville,2004,"1,613,117",0,"77,041","25,006","143,038","1,858,202",86.81,13.19
112,Granville,2005,"1,657,195",0,"85,780","24,740","142,112","1,909,827",86.77,13.23
112,Granville,2006,"1,757,538",0,"90,666","23,461","129,157","2,000,822",87.84,12.16
112,Granville,2007,"1,596,926",0,"81,925","19,204","118,431","1,816,486",87.91,12.09
112,Granville,2008,"1,914,429",0,"89,593","20,413","136,554","2,160,989",88.59,11.41
113,Great Barrington,2003,"8,363,916",0,"1,945,313","141,961","374,931","10,826,121",77.26,22.74
113,Great Barrington,2004,"9,226,657",0,"2,100,302","162,323","346,446","11,835,728",77.96,22.04
113,Great Barrington,2005,"10,023,684",0,"2,303,945","167,448","367,361","12,862,438",77.93,22.07
113,Great Barrington,2006,"10,830,731",0,"2,544,452","183,157","338,148","13,896,488",77.94,22.06
113,Great Barrington,2007,"11,302,631",0,"2,399,712","198,371","307,741","14,208,455",79.55,20.45
113,Great Barrington,2008,"12,200,590",0,"2,486,184","209,499","344,651","15,240,924",80.05,19.95
114,Greenfield,2003,"14,407,626",0,"3,620,654","532,610","672,930","19,233,820",74.91,25.09
114,Greenfield,2004,"15,148,087",0,"3,707,515","546,941","682,708","20,085,251",75.42,24.58
114,Greenfield,2005,"16,029,898",0,"3,676,072","529,319","584,620","20,819,909",76.99,23.01
114,Greenfield,2006,"16,509,982",0,"4,010,980","524,562","564,383","21,609,907",76.40,23.60
114,Greenfield,2007,"17,417,950",0,"3,983,720","518,813","572,728","22,493,211",77.44,22.56
114,Greenfield,2008,"18,140,938",0,"4,120,029","518,831","603,722","23,383,520",77.58,22.42
115,Groton,2003,"16,675,575",0,"441,463","171,839","196,885","17,485,762",95.37,4.63
115,Groton,2004,"18,653,084",0,"480,595","184,229","222,370","19,540,278",95.46,4.54
115,Groton,2005,"19,772,939",0,"570,753","186,871","212,159","20,742,722",95.32,4.68
115,Groton,2006,"20,373,736",0,"716,518","196,156","199,357","21,485,767",94.82,5.18
115,Groton,2007,"20,880,637",0,"893,423","204,887","219,512","22,198,459",94.06,5.94
115,Groton,2008,"21,689,981",0,"903,059","196,357","278,692","23,068,089",94.03,5.97
116,Groveland,2003,"6,324,622",0,"202,525","224,001","134,419","6,885,567",91.85,8.15
116,Groveland,2004,"6,741,317",0,"232,669","262,070","119,001","7,355,057",91.66,8.34
116,Groveland,2005,"7,315,876",0,"229,510","250,804","114,928","7,911,118",92.48,7.52
116,Groveland,2006,"7,912,032",0,"237,654","259,316","157,206","8,566,208",92.36,7.64
116,Groveland,2007,"8,423,063",0,"258,184","274,120","168,903","9,124,270",92.31,7.69
116,Groveland,2008,"8,853,454",0,"271,160","289,120","198,252","9,611,986",92.11,7.89
117,Hadley,2003,"4,154,601",0,"2,026,966","188,613","137,399","6,507,579",63.84,36.16
117,Hadley,2004,"4,286,140",0,"2,084,794","196,636","146,283","6,713,853",63.84,36.16
117,Hadley,2005,"4,623,646",0,"2,174,894","209,717","109,309","7,117,566",64.96,35.04
117,Hadley,2006,"4,847,036",0,"2,142,850","233,670","106,604","7,330,160",66.12,33.88
117,Hadley,2007,"5,052,826",0,"2,177,389","232,081","107,677","7,569,973",66.75,33.25
117,Hadley,2008,"5,245,727",0,"2,371,333","243,319","113,157","7,973,536",65.79,34.21
118,Halifax,2003,"7,187,850",0,"477,313","175,174","172,175","8,012,512",89.71,10.29
118,Halifax,2004,"8,002,503",0,"462,596","133,826","204,317","8,803,242",90.90,9.10
118,Halifax,2005,"8,429,316",0,"464,014","123,978","188,368","9,205,676",91.57,8.43
118,Halifax,2006,"9,530,748",0,"566,073","125,305","204,580","10,426,706",91.41,8.59
118,Halifax,2007,"10,412,141",0,"599,639","144,099","210,505","11,366,384",91.60,8.40
118,Halifax,2008,"10,822,084",0,"678,728","165,387","243,448","11,909,647",90.87,9.13
119,Hamilton,2003,"13,775,712",0,"538,594","7,253","123,415","14,444,974",95.37,4.63
119,Hamilton,2004,"14,428,952",0,"565,458","7,519","120,366","15,122,295",95.42,4.58
119,Hamilton,2005,"15,803,604",0,"639,249","8,497","124,021","16,575,371",95.34,4.66
119,Hamilton,2006,"16,853,553",0,"653,448","8,315","116,398","17,631,714",95.59,4.41
119,Hamilton,2007,"17,918,220",0,"693,285","9,566","114,911","18,735,982",95.64,4.36
119,Hamilton,2008,"18,860,888",0,"796,595","11,029","138,938","19,807,450",95.22,4.78
120,Hampden,2003,"5,901,812",0,"293,816","25,494","198,156","6,419,278",91.94,8.06
120,Hampden,2004,"6,132,410",0,"292,738","26,154","214,394","6,665,696",92,8
120,Hampden,2005,"6,583,662",0,"259,692","25,467","174,205","7,043,026",93.48,6.52
120,Hampden,2006,"6,927,735",0,"244,528","23,944","164,694","7,360,901",94.12,5.88
120,Hampden,2007,"7,272,432",0,"267,307","25,236","162,978","7,727,953",94.11,5.89
120,Hampden,2008,"7,593,417",0,"273,222","25,811","159,220","8,051,670",94.31,5.69
121,Hancock,2003,"477,676",0,"51,897","2,652","39,513","571,738",83.55,16.45
121,Hancock,2004,"547,402",0,"309,936","4,386","68,479","930,203",58.85,41.15
121,Hancock,2005,"676,839",0,"476,308","4,951","51,538","1,209,636",55.95,44.05
121,Hancock,2006,"577,493",0,"413,219","3,793","47,981","1,042,486",55.40,44.60
121,Hancock,2007,"603,955",0,"402,964","3,273","38,947","1,049,139",57.57,42.43
121,Hancock,2008,"542,778",0,"353,535","2,881","33,514","932,708",58.19,41.81
122,Hanover,2003,"19,546,821",0,"2,880,795","590,988","320,899","23,339,503",83.75,16.25
122,Hanover,2004,"19,704,970",0,"2,898,611","591,565","368,086","23,563,232",83.63,16.37
122,Hanover,2005,"20,137,981",0,"2,939,080","558,209","318,851","23,954,121",84.07,15.93
122,Hanover,2006,"21,596,075",0,"3,124,337","587,828","396,528","25,704,768",84.02,15.98
122,Hanover,2007,"22,387,752",0,"3,372,022","672,260","441,914","26,873,948",83.31,16.69
122,Hanover,2008,"22,812,572",0,"3,926,360","794,027","467,247","28,000,206",81.47,18.53
123,Hanson,2003,"10,734,520",0,"540,209","227,515","155,946","11,658,190",92.08,7.92
123,Hanson,2004,"11,451,399",0,"465,729","191,482","146,290","12,254,900",93.44,6.56
123,Hanson,2005,"10,626,186",0,"434,126","176,609","125,075","11,361,996",93.52,6.48
123,Hanson,2006,"11,313,926",0,"419,137","175,485","119,651","12,028,199",94.06,5.94
123,Hanson,2007,"11,953,796",0,"425,291","180,944","122,745","12,682,776",94.25,5.75
123,Hanson,2008,"12,178,169",0,"446,229","197,232","148,041","12,969,671",93.90,6.10
124,Hardwick,2003,"1,926,681",0,"146,052","24,611","56,665","2,154,009",89.45,10.55
124,Hardwick,2004,"1,996,166",0,"150,982","25,921","56,684","2,229,753",89.52,10.48
124,Hardwick,2005,"1,956,096",0,"126,953","21,667","44,276","2,148,992",91.02,8.98
124,Hardwick,2006,"2,180,543",0,"111,466","16,989","36,469","2,345,467",92.97,7.03
124,Hardwick,2007,"2,452,451",0,"123,094","16,448","36,549","2,628,542",93.30,6.70
124,Hardwick,2008,"2,530,203",0,"128,791","16,254","36,368","2,711,616",93.31,6.69
125,Harvard,2003,"9,691,694",0,"281,967","45,672","95,038","10,114,371",95.82,4.18
125,Harvard,2004,"10,536,883",0,"326,705","30,028","121,388","11,015,004",95.66,4.34
125,Harvard,2005,"11,370,442",0,"345,592","20,546","99,515","11,836,095",96.07,3.93
125,Harvard,2006,"12,416,310",0,"380,881","22,408","115,219","12,934,818",95.99,4.01
125,Harvard,2007,"13,225,537",0,"402,208","26,534","110,102","13,764,381",96.09,3.91
125,Harvard,2008,"14,467,301",0,"487,047","30,128","137,145","15,121,621",95.67,4.33
126,Harwich,2003,"24,387,076",0,"1,538,097","153,650","658,014","26,736,837",91.21,8.79
126,Harwich,2004,"25,748,149",0,"1,434,424","145,481","467,017","27,795,071",92.64,7.36
126,Harwich,2005,"26,443,890",0,"1,474,572","156,947","468,651","28,544,060",92.64,7.36
126,Harwich,2006,"27,505,214",0,"1,511,316","164,413","447,814","29,628,757",92.83,7.17
126,Harwich,2007,"28,233,408",0,"1,510,135","180,857","258,002","30,182,402",93.54,6.46
126,Harwich,2008,"29,419,041",0,"1,691,372","203,407","310,997","31,624,817",93.03,6.97
127,Hatfield,2003,"2,688,630",0,"861,391","185,412","143,501","3,878,934",69.31,30.69
127,Hatfield,2004,"3,370,987",0,"828,536","183,491","146,806","4,529,820",74.42,25.58
127,Hatfield,2005,"3,557,620",0,"821,017","182,093","138,430","4,699,160",75.71,24.29
127,Hatfield,2006,"3,707,817",0,"862,447","186,454","167,977","4,924,695",75.29,24.71
127,Hatfield,2007,"3,726,424",0,"830,752","196,224","138,828","4,892,228",76.17,23.83
127,Hatfield,2008,"3,813,744",0,"800,185","195,808","185,338","4,995,075",76.35,23.65
128,Haverhill,2003,"42,736,126","18,175","6,394,382","4,044,554","2,278,632","55,471,869",77.07,22.93
128,Haverhill,2004,"45,562,783","17,777","6,402,624","4,242,105","2,321,918","58,547,207",77.85,22.15
128,Haverhill,2005,"49,029,073",0,"6,643,210","4,313,509","2,306,363","62,292,155",78.71,21.29
128,Haverhill,2006,"51,726,419",0,"6,643,155","4,316,475","2,280,120","64,966,169",79.62,20.38
128,Haverhill,2007,"54,289,416",0,"6,991,616","4,500,055","2,369,602","68,150,689",79.66,20.34
128,Haverhill,2008,"56,442,648",0,"8,046,290","4,561,756","3,184,814","72,235,508",78.14,21.86
129,Hawley,2003,"412,122",0,"18,149",0,"26,760","457,031",90.17,9.83
129,Hawley,2004,"452,638",0,"15,225",0,"27,524","495,387",91.37,8.63
129,Hawley,2005,"451,977",0,"15,260",0,"25,457","492,694",91.74,8.26
129,Hawley,2006,"526,690",0,"15,484",0,"30,539","572,713",91.96,8.04
129,Hawley,2007,"519,737",0,"15,230",0,"21,509","556,476",93.40,6.60
129,Hawley,2008,"542,990",0,"15,267",0,"17,570","575,827",94.30,5.70
130,Heath,2003,"1,034,405",0,"16,078","1,136","43,477","1,095,096",94.46,5.54
130,Heath,2004,"1,112,889",0,"17,208","1,215","49,128","1,180,440",94.28,5.72
130,Heath,2005,"1,249,118",0,"10,230","1,157","39,052","1,299,557",96.12,3.88
130,Heath,2006,"1,350,394",0,"8,832","1,112","38,842","1,399,180",96.51,3.49
130,Heath,2007,"1,420,516",0,"9,579","1,141","32,458","1,463,694",97.05,2.95
130,Heath,2008,"1,460,616",0,"9,183","1,188","39,946","1,510,933",96.67,3.33
131,Hingham,2003,"34,046,926",0,"2,800,121","1,716,952","620,996","39,184,995",86.89,13.11
131,Hingham,2004,"36,795,805",0,"2,450,384","1,635,626","744,776","41,626,591",88.39,11.61
131,Hingham,2005,"39,529,519",0,"2,463,003","1,578,229","617,299","44,188,050",89.46,10.54
131,Hingham,2006,"41,745,055",0,"3,530,155","1,894,098","601,359","47,770,667",87.39,12.61
131,Hingham,2007,"43,924,117",0,"3,815,111","1,743,871","670,276","50,153,375",87.58,12.42
131,Hingham,2008,"46,014,332",0,"4,261,811","1,760,090","637,016","52,673,249",87.36,12.64
132,Hinsdale,2003,"1,783,191",267,"133,008","25,034","120,708","2,062,208",86.48,13.52
132,Hinsdale,2004,"2,053,859",272,"137,944","24,345","130,436","2,346,856",87.53,12.47
132,Hinsdale,2005,"2,187,755",261,"141,572","21,342","121,323","2,472,253",88.50,11.50
132,Hinsdale,2006,"2,169,289",0,"170,035","18,521","97,076","2,454,921",88.36,11.64
132,Hinsdale,2007,"2,286,044",0,"165,251","18,730","99,507","2,569,532",88.97,11.03
132,Hinsdale,2008,"2,486,832",0,"174,561","20,834","116,581","2,798,808",88.85,11.15
133,Holbrook,2003,"10,826,224",0,"1,500,376","1,245,781","527,805","14,100,186",76.78,23.22
133,Holbrook,2004,"12,231,778",0,"1,633,813","1,359,313","529,587","15,754,491",77.64,22.36
133,Holbrook,2005,"12,834,085",0,"1,454,423","1,226,687","466,653","15,981,848",80.30,19.70
133,Holbrook,2006,"12,494,559",0,"1,664,344","1,325,848","473,979","15,958,730",78.29,21.71
133,Holbrook,2007,"13,443,195",0,"1,834,086","1,371,677","482,502","17,131,460",78.47,21.53
133,Holbrook,2008,"13,643,362",0,"2,009,337","1,449,838","538,617","17,641,154",77.34,22.66
134,Holden,2003,"18,247,016","4,863","838,828","357,979","275,879","19,724,565",92.53,7.47
134,Holden,2004,"19,592,370","4,742","732,075","342,254","273,789","20,945,230",93.56,6.44
134,Holden,2005,"21,473,820","5,210","698,752","327,774","253,468","22,759,024",94.38,5.62
134,Holden,2006,"22,574,628","5,367","710,856","329,473","245,004","23,865,328",94.61,5.39
134,Holden,2007,"22,246,269","5,019","757,420","325,113","278,787","23,612,608",94.23,5.77
134,Holden,2008,"24,006,452","5,244","825,876","347,003","305,848","25,490,423",94.20,5.80
135,Holland,2003,"3,125,436",0,"57,705","2,148","95,972","3,281,261",95.25,4.75
135,Holland,2004,"3,296,600",0,"66,380","2,032","85,335","3,450,347",95.54,4.46
135,Holland,2005,"3,436,617",0,"65,171","1,961","78,957","3,582,706",95.92,4.08
135,Holland,2006,"3,640,264",0,"61,635","2,653","80,911","3,785,463",96.16,3.84
135,Holland,2007,"3,870,542",0,"68,640","3,239","58,524","4,000,945",96.74,3.26
135,Holland,2008,"4,000,091",0,"71,805","8,556","67,660","4,148,112",96.43,3.57
136,Holliston,2003,"21,486,124",0,"729,969","1,448,733","365,336","24,030,162",89.41,10.59
136,Holliston,2004,"23,074,596",0,"763,272","1,468,191","391,135","25,697,194",89.79,10.21
136,Holliston,2005,"23,957,828",0,"749,310","1,501,622","412,296","26,621,056",90,10
